taxid	superkingdom	kingdom	phylum	class	order	family	genus	species
1224746	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
1246995	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis
1183438	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	Gloeobacter kilaueensis
1208921	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Ord_Betaproteobacteria incertae sedis	Fam_of_Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium galatii
1215603	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi
1170562	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Nostocales	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. PCC 6303
1225181	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
1217737	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
1218355	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1160507	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces arboricola
1229492	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
1244121	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1205675	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii
1163639	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1157951	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii
1247649	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella holmesii
1249660	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1163648	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1165933	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides
1212491	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella fallonii
1238993	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pneumoniae
1244119	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1255043	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens
1207470	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
1163636	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1229909	Archaea	Kin_TACK group	Thaumarchaeota	Cla_of_Nitrosopumilales	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Candidatus Nitrosopumilus sediminis
1229756	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc gelidum
1229758	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc carnosum
1225179	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella quintana
1249526	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
1163739	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
1172205	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella holmesii
1198627	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides abscessus
1167634	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
1230383	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis
1243618	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1196094	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella alvi
1182533	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1197719	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori
1245910	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella chilensis
1161911	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
1191061	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis
1201010	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
1236689	Archaea	Kin_of_Candidatus Thermoplasmatota	Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae	Candidatus Methanomethylophilus	Candidatus Methanomethylophilus alvus
1236608	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella catarrhalis
1254432	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
1254439	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum
1224258	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma novo-ulmi
1249665	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1182537	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1198108	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
1235829	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
1217984	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
1249468	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1155096	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia crocidurae
1147161	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1203460	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus
1163745	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cetorum
1208658	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica
1248727	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Ord_of_unclassified Gammaproteobacteria	Fam_of_unclassified Gammaproteobacteria	Gen_unclassified Gammaproteobacteria	endosymbiont of unidentified scaly snail isolate Monju
1156431	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ilei
1229785	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1248902	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
1205674	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii
1163399	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
1198114	Bacteria	Kin_of_Acidobacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella tundricola
1262462	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica
1167006	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa sulfexigens
1249615	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
1163730	Archaea	Kin_TACK group	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis
1248823	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
1260223	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
1249653	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1215331	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton soudanense
1248725	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
1246301	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus
1168034	Bacteria	Kin_FCB group	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	Draconibacterium orientale
1216962	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter heilmannii
1219076	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
1249475	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1234365	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
1249667	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1235461	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
1182538	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1207075	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UW4
1184251	Archaea	Kin_TACK group	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius calderae
1202539	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Carsonella	Candidatus Carsonella ruddii
1202538	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Carsonella	Candidatus Carsonella ruddii
1229908	Archaea	Kin_TACK group	Thaumarchaeota	Cla_of_Nitrosopumilales	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Candidatus Nitrosopumilus koreensis
1159556	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Ustilaginoidea	Ustilaginoidea virens
1147129	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Dehalobacter	Dehalobacter sp. DCA
1173027	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Oscillatoriales	Coleofasciculaceae	Allocoleopsis	Allocoleopsis franciscana
1225522	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1249663	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1218354	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1231389	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
1163633	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1150476	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
1244122	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1240980	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
1196095	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella apicola
1163647	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1249472	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1171376	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1208922	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Ord_Betaproteobacteria incertae sedis	Fam_of_Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium blastocrithidii
1222034	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
1211579	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
1225788	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
1229512	Bacteria	Kin_FCB group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium cuenoti
1182966	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
1215337	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum
1245769	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea lanzarotensis
1215332	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum
1235990	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Candidatus Pantoea carbekii
1232724	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare
1247866	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma hamatum
1220924	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea
1215914	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus casei
1200352	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium terpenotabidum
1193292	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
1234367	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
1145276	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus varians
1192196	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1144888	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia helvetica
1232394	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1193729	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum	Candidatus Endolissoclinum faulkneri
1182968	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
1234596	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii
1218708	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
1157947	Bacteria	Kin_of_Thermotogae	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. Cell2
1241583	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1176492	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae
1245474	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
1215343	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Liberibacter	Liberibacter crescens
1205910	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis alba
1246955	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis cynos
1173064	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
1195464	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
1171373	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium acidipropionici
1163740	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
1184254	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
1240471	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia chromaiodes
1168287	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. MOTT36Y
1196835	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri
1155777	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
1147786	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mandelii
1262452	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 769
1208104	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media
1261567	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
1221328	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1218357	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1150621	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum multivorans
1214101	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces davaonensis
1184267	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio exovorus
1198676	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
1249652	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1234380	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
1187956	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
1204342	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1206109	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	Candidatus Portiera aleyrodidarum
1214242	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces collinus
1229671	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium
1232659	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
1236903	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1163646	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1199191	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila
1244085	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
1224747	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
1218175	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
1155776	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum
1162668	Bacteria	Kin_of_Nitrospirae	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferrooxidans
1249654	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1211025	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
1249659	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1163389	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella orientalis
1230587	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
1163637	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1202537	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Carsonella	Candidatus Carsonella ruddii
1168865	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
