
code	|	name	|	preferred name	|	taxid
1	|	Mannheimia haemolytica USDA-ARS-USMARC-185	|	 	|	1249526
3	|	Mannheimia haemolytica USMARC 2286	|	 	|	 
1	|	Mannheimia succiniciproducens MBEL55E	|	[Mannheimia] succiniciproducens MBEL55E	|	221988
1	|	Mannheimia varigena USDA-ARS-USMARC-1261	|	Mannheimia sp. USDA-ARS-USMARC-1261	|	1432056
1	|	Mannheimia varigena USDA-ARS-USMARC-1296	|	 	|	1433287
1	|	Mannheimia varigena USDA-ARS-USMARC-1312	|	 	|	1434214
1	|	Mannheimia varigena USDA-ARS-USMARC-1388	|	 	|	1434215
1	|	Maribacter sp. HTCC2170	|	 	|	313603
1	|	Maricaulis maris MCS10	|	 	|	394221
3	|	Marichromatium purpuratum 984 987	|	 	|	 
1	|	Marinithermus hydrothermalis DSM 14884	|	 	|	869210
1	|	Marinitoga piezophila KA3	|	 	|	443254
1	|	Marinobacter adhaerens HP15	|	 	|	225937
2	|	Marinobacter hydrocarbonoclasticus ATCC 49840	|	Marinobacter nauticus ATCC 49840	|	1163748
1	|	Marinobacter hydrocarbonoclasticus VT8	|	Marinobacter nauticus VT8	|	351348
3	|	Marinobacter salarius R9SW1	|	 	|	 
3	|	Marinobacter similis A3d10	|	 	|	 
1	|	Marinobacter sp. BSs20148	|	 	|	490759
1	|	Marinomonas mediterranea MMB-1	|	 	|	717774
1	|	Marinomonas posidonica IVIA-Po-181	|	 	|	491952
1	|	Marinomonas sp. MWYL1	|	 	|	400668
1	|	Marivirga tractuosa DSM 4126	|	 	|	643867
3	|	Marssonina brunnea f. sp. multigermtubi MB m1	|	 	|	 
3	|	Martelella endophytica YC6887	|	 	|	 
3	|	Medicago truncatula A17	|	 	|	 
1	|	Megamonas hypermegale ART12/1	|	 	|	657316
1	|	Megasphaera elsdenii DSM 20460	|	 	|	1064535
1	|	Meiothermus ruber DSM 1279	|	 	|	504728
1	|	Meiothermus silvanus DSM 9946	|	 	|	526227
1	|	Melampsora larici-populina 98AG31	|	 	|	747676
1	|	Melampsora pinitorqua Mpini7	|	 	|	1298852
1	|	Meleagris gallopavo	|	 	|	9103
1	|	Melioribacter roseus P3M-2	|	 	|	1191523
1	|	Melissococcus plutonius ATCC 35311	|	 	|	940190
1	|	Melissococcus plutonius DAT561	|	 	|	1090974
1	|	Melopsittacus undulatus	|	 	|	13146
3	|	Mesoplasma florum L1 ATCC 33453	|	 	|	 
1	|	Mesoplasma florum W37	|	 	|	1406864
1	|	Mesorhizobium australicum WSM2073	|	 	|	754035
1	|	Mesorhizobium ciceri biovar biserrulae WSM1271	|	 	|	765698
1	|	Mesorhizobium huakuii 7653R	|	 	|	763057
2	|	Mesorhizobium loti MAFF303099	|	Mesorhizobium japonicum MAFF 303099	|	266835
1	|	Mesorhizobium opportunistum WSM2075	|	 	|	536019
1	|	Mesotoga prima MesG1.Ag.4.2	|	 	|	660470
1	|	Metacordyceps chlamydosporia 123	|	Pochonia chlamydosporia 123	|	1052797
1	|	Metallosphaera cuprina Ar-4	|	 	|	1006006
3	|	Metallosphaera sedula CuR1	|	 	|	 
1	|	Metallosphaera sedula DSM 5348	|	 	|	399549
1	|	Metarhizium acridum CQMa 102	|	 	|	655827
1	|	Metarhizium anisopliae BRIP 53284	|	 	|	1291519
1	|	Metarhizium anisopliae BRIP 53293	|	 	|	1291518
1	|	Metarhizium robertsii ARSEF 23	|	 	|	655844
3	|	Methanobacterium formicicum BRM9	|	 	|	 
1	|	Methanobacterium formicicum	|	 	|	2162
3	|	Methanobacterium lacus AL-21	|	 	|	 
3	|	Methanobacterium paludis SWAN1	|	 	|	 
1	|	Methanobacterium sp. MB1	|	 	|	1379702
1	|	Methanobrevibacter ruminantium M1	|	 	|	634498
3	|	Methanobrevibacter smithii ATCC 35061 PS DSMZ 861	|	 	|	 
1	|	Methanobrevibacter sp. AbM4	|	 	|	224719
1	|	Methanocaldococcus fervens AG86	|	 	|	573064
1	|	Methanocaldococcus infernus ME	|	 	|	573063
1	|	Methanocaldococcus jannaschii DSM 2661	|	 	|	243232
1	|	Methanocaldococcus sp. FS406-22	|	 	|	644281
1	|	Methanocaldococcus sp. JH146	|	Methanocaldococcus bathoardescens	|	1301915
1	|	Methanocaldococcus vulcanius M7	|	 	|	579137
1	|	Methanocella arvoryzae MRE50	|	 	|	351160
1	|	Methanocella conradii HZ254	|	 	|	1041930
1	|	Methanocella paludicola SANAE	|	 	|	304371
1	|	Methanococcoides burtonii DSM 6242	|	 	|	259564
1	|	Methanococcoides methylutens MM1	|	 	|	1434104
1	|	Methanococcus aeolicus Nankai-3	|	 	|	419665
1	|	Methanococcus maripaludis C5	|	 	|	402880
1	|	Methanococcus maripaludis C6	|	 	|	444158
1	|	Methanococcus maripaludis C7	|	 	|	426368
1	|	Methanococcus maripaludis S2	|	 	|	267377
1	|	Methanococcus maripaludis X1	|	 	|	1053692
1	|	Methanococcus vannielii SB	|	 	|	406327
1	|	Methanococcus voltae A3	|	 	|	456320
1	|	Methanocorpusculum labreanum Z	|	 	|	410358
3	|	Methanoculleus bourgensis MS2 MS2T	|	 	|	 
1	|	Methanoculleus marisnigri JR1	|	 	|	368407
1	|	Methanohalobium evestigatum Z-7303	|	 	|	644295
1	|	Methanohalophilus mahii DSM 5219	|	 	|	547558
1	|	Methanolacinia petrolearia DSM 11571	|	 	|	679926
1	|	Methanolinea tarda NOBI-1	|	 	|	882090
1	|	Methanolobus psychrophilus R15	|	 	|	1094980
1	|	Methanomethylovorans hollandica DSM 15978	|	 	|	867904
1	|	Methanopyrus kandleri AV19	|	 	|	190192
1	|	Methanoregula boonei 6A8	|	 	|	456442
1	|	Methanoregula formicica SMSP	|	 	|	593750
2	|	Methanosaeta concilii GP6	|	Methanothrix soehngenii GP6	|	990316
1	|	Methanosaeta harundinacea 6Ac	|	 	|	1110509
2	|	Methanosaeta thermophila PT	|	Methanothrix thermoacetophila PT	|	349307
1	|	Methanosalsum zhilinae DSM 4017	|	 	|	679901
1	|	Methanosarcina acetivorans C2A	|	 	|	188937
1	|	Methanosarcina barkeri 227	|	 	|	1434106
1	|	Methanosarcina barkeri 3	|	 	|	1434107
1	|	Methanosarcina barkeri MS	|	 	|	1434108
1	|	Methanosarcina barkeri str. Fusaro	|	 	|	269797
1	|	Methanosarcina barkeri str. Wiesmoor	|	 	|	1434109
1	|	Methanosarcina horonobensis HB-1 JCM 15518	|	Methanosarcina horonobensis HB-1 = JCM 15518	|	1434110
1	|	Methanosarcina lacustris Z-7289	|	 	|	1434111
1	|	Methanosarcina mazei C16	|	 	|	1434113
1	|	Methanosarcina mazei Go1	|	 	|	192952
1	|	Methanosarcina mazei LYC	|	 	|	1434114
1	|	Methanosarcina mazei S-6	|	 	|	213585
1	|	Methanosarcina mazei SarPi	|	 	|	1434115
1	|	Methanosarcina mazei Tuc01	|	 	|	1236903
1	|	Methanosarcina mazei WWM610	|	 	|	1434117
1	|	Methanosarcina siciliae C2J	|	 	|	1434118
1	|	Methanosarcina siciliae HI350	|	 	|	1434119
1	|	Methanosarcina siciliae T4/M	|	 	|	1434120
1	|	Methanosarcina sp. Kolksee	|	 	|	1434099
1	|	Methanosarcina sp. MTP4	|	 	|	1434100
1	|	Methanosarcina sp. WH1	|	 	|	1434102
1	|	Methanosarcina sp. WWM596	|	 	|	1434103
1	|	Methanosarcina thermophila CHTI-55	|	 	|	1434121
1	|	Methanosarcina thermophila TM-1	|	 	|	523844
1	|	Methanosarcina vacuolata Z-761	|	 	|	1434123
1	|	Methanosphaera stadtmanae DSM 3091	|	 	|	339860
1	|	Methanosphaerula palustris E1-9c	|	 	|	521011
1	|	Methanospirillum hungatei JF-1	|	 	|	323259
1	|	Methanothermobacter marburgensis str. Marburg	|	 	|	79929
1	|	Methanothermobacter sp. CaT2	|	 	|	866790
1	|	Methanothermobacter thermautotrophicus str. Delta H	|	 	|	187420
1	|	Methanothermococcus okinawensis IH1	|	 	|	647113
1	|	Methanothermus fervidus DSM 2088	|	 	|	523846
1	|	Methanotorris igneus Kol 5	|	 	|	880724
1	|	Methylacidiphilum fumariolicum SolV	|	 	|	1156937
1	|	Methylacidiphilum infernorum V4	|	 	|	481448
1	|	Methylibium petroleiphilum PM1	|	 	|	420662
1	|	Methylobacillus flagellatus KT	|	 	|	265072
2	|	Methylobacterium extorquens AM1	|	Methylorubrum extorquens AM1	|	272630
2	|	Methylobacterium extorquens CM4	|	Methylorubrum extorquens CM4	|	440085
2	|	Methylobacterium extorquens DM4	|	Methylorubrum extorquens DM4	|	661410
2	|	Methylobacterium extorquens PA1	|	Methylorubrum extorquens PA1	|	419610
1	|	Methylobacterium nodulans ORS 2060	|	 	|	460265
1	|	Methylobacterium oryzae CBMB20	|	 	|	693986
2	|	Methylobacterium populi BJ001	|	Methylorubrum populi BJ001	|	441620
1	|	Methylobacterium radiotolerans JCM 2831	|	 	|	426355
1	|	Methylobacterium sp. 4-46	|	 	|	426117
3	|	Methyloceanibacter caenitepidi Gela4	|	 	|	 
1	|	Methylocella silvestris BL2	|	 	|	395965
1	|	Methylococcus capsulatus str. Bath	|	 	|	243233
1	|	Methylocystis sp. SC2	|	 	|	187303
1	|	Methylomicrobium alcaliphilum 20Z	|	Methylotuvimicrobium alcaliphilum 20Z	|	1091494
1	|	Methylomonas methanica MC09	|	 	|	857087
3	|	Methylophaga frappieri JAM7	|	 	|	 
3	|	Methylophaga nitratireducenticrescens JAM1	|	 	|	 
1	|	Methylotenera mobilis JLW8	|	 	|	583345
1	|	Methylotenera versatilis 301	|	 	|	666681
1	|	Methylovorus glucosetrophus SIP3-4	|	 	|	582744
1	|	Methylovorus sp. MP688	|	 	|	887061
1	|	Meyerozyma guilliermondii ATCC 6260	|	 	|	294746
1	|	Micavibrio aeruginosavorus ARL-13	|	 	|	856793
1	|	Micavibrio aeruginosavorus EPB	|	 	|	349215
1	|	Microbacterium testaceum StLB037	|	 	|	979556
2	|	Microbotryum violaceum p1A1 Lamole	|	Microbotryum lychnidis-dioicae p1A1 Lamole	|	683840
1	|	Microcebus murinus	|	 	|	30608
1	|	Micrococcus luteus NCTC 2665	|	 	|	465515
3	|	Micrococcus luteus trpE16	|	 	|	 
1	|	Microcoleus sp. PCC 7113	|	Allocoleopsis franciscana PCC 7113	|	1173027
1	|	Microcystis aeruginosa NIES-843	|	 	|	449447
1	|	Microlunatus phosphovorus NM-1	|	 	|	1032480
1	|	Micromonospora aurantiaca ATCC 27029	|	 	|	644283
1	|	Micromonospora sp. L5	|	 	|	648999
1	|	Microsporum gypseum CBS 118893	|	Nannizzia gypsea CBS 118893	|	535722
1	|	Millerozyma farinosa CBS 7064	|	 	|	559304
1	|	Mobiluncus curtisii ATCC 43063	|	 	|	548479
1	|	Modestobacter marinus BC501	|	 	|	1144889
2	|	Mollicutes bacterium HR1	|	Candidatus Izimaplasma sp. HR1	|	1541959
1	|	Monodelphis domestica	|	 	|	13616
1	|	Moorella thermoacetica ATCC 39073	|	 	|	264732
3	|	Moraxella catarrhalis 25239	|	 	|	 
3	|	Moraxella catarrhalis 25240	|	 	|	 
1	|	Moraxella catarrhalis BBH18	|	 	|	1236608
1	|	Morganella morganii subsp. morganii KT	|	 	|	1124991
1	|	Moritella viscosa	|	 	|	80854
1	|	Mortierella verticillata NRRL 6337	|	Podila verticillata NRRL 6337	|	1069443
3	|	Mrakia frigida Nwmf-AP1	|	 	|	 
1	|	Mucinivorans hirudinis	|	 	|	1433126
3	|	Mucor ambiguus NBRC 6742	|	 	|	 
1	|	Mucor circinelloides f. circinelloides 1006PhL	|	Mucor circinelloides 1006PhL	|	1220926
1	|	Mucor irregularis B50	|	 	|	1290454
3	|	Muricauda lutaonensis CC-HSB-11	|	 	|	 
1	|	Muricauda ruestringensis DSM 13258	|	 	|	886377
1	|	Mus musculus	|	 	|	10090
1	|	Mustela putorius furo	|	 	|	9669
1	|	Myceliophthora thermophila ATCC 42464	|	Thermothelomyces thermophilus ATCC 42464	|	573729
3	|	Mycobacterium abscessus 4529	|	 	|	 
3	|	Mycobacterium abscessus DJO-44274	|	 	|	 
1	|	Mycobacterium abscessus	|	Mycobacteroides abscessus	|	36809
2	|	Mycobacterium abscessus subsp. bolletii 103	|	Mycobacteroides abscessus subsp. bolletii 103	|	1299325
2	|	Mycobacterium abscessus subsp. bolletii 50594	|	Mycobacteroides abscessus subsp. bolletii 50594	|	1303024
2	|	Mycobacterium abscessus subsp. bolletii CCUG 48898 JCM 15300	|	Mycobacteroides abscessus subsp. massiliense CCUG 48898 = JCM 15300	|	1001714
3	|	Mycobacterium abscessus subsp. bolletii MA 1948	|	 	|	 
3	|	Mycobacterium abscessus subsp. bolletii MC1518	|	 	|	 
3	|	Mycobacterium abscessus subsp. bolletii MM1513	|	 	|	 
2	|	Mycobacterium abscessus subsp. bolletii str. GO 06	|	Mycobacteroides abscessus subsp. massiliense str. GO 06	|	1198627
2	|	Mycobacterium africanum GM041182	|	Mycobacterium tuberculosis variant africanum GM041182	|	572418
1	|	Mycobacterium avium 104	|	 	|	243243
1	|	Mycobacterium avium subsp. avium 2285 R	|	Mycobacterium avium subsp. avium 2285 (R)	|	1299330
1	|	Mycobacterium avium subsp. avium 2285 S	|	Mycobacterium avium subsp. avium 2285 (S)	|	1299329
3	|	Mycobacterium avium subsp. avium DJO-44271	|	 	|	 
1	|	Mycobacterium avium subsp. hominissuis TH135	|	 	|	1229671
3	|	Mycobacterium avium subsp. paratuberculosis E1	|	 	|	 
3	|	Mycobacterium avium subsp. paratuberculosis E93	|	 	|	 
1	|	Mycobacterium avium subsp. paratuberculosis K-10	|	 	|	262316
1	|	Mycobacterium avium subsp. paratuberculosis MAP4	|	 	|	1199187
3	|	Mycobacterium bovis ATCC BAA-935	|	 	|	 
3	|	Mycobacterium bovis BCG str. ATCC 35743 63839	|	 	|	 
2	|	Mycobacterium bovis BCG str. Korea 1168P	|	Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P	|	1206780
2	|	Mycobacterium bovis BCG str. Mexico	|	Mycobacterium tuberculosis variant bovis BCG str. Mexico	|	717522
2	|	Mycobacterium bovis BCG str. Moreau RDJ	|	Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ	|	413996
3	|	Mycobacterium bovis BCG str. Pasteur 1173P2 BCG Pasteur 1173P2	|	 	|	 
2	|	Mycobacterium bovis BCG str. Tokyo 172	|	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	|	561275
1	|	Mycobacterium canettii CIPT 140010059	|	 	|	1048245
1	|	Mycobacterium canettii CIPT 140060008	|	 	|	1205676
1	|	Mycobacterium canettii CIPT 140070008	|	 	|	1205675
1	|	Mycobacterium canettii CIPT 140070010	|	 	|	1205674
1	|	Mycobacterium canettii CIPT 140070017	|	 	|	1205677
3	|	Mycobacterium chelonae ATCC 35752	|	 	|	 
2	|	Mycobacterium chubuense NBB4	|	Mycolicibacterium chubuense NBB4	|	710421
2	|	Mycobacterium gilvum PYR-GCK	|	Mycolicibacterium gilvum PYR-GCK	|	350054
2	|	Mycobacterium gilvum Spyr1	|	Mycolicibacterium gilvum Spyr1	|	278137
2	|	Mycobacterium indicus pranii MTCC 9506	|	Mycobacterium intracellulare subsp. intracellulare MTCC 9506	|	1232724
1	|	Mycobacterium intracellulare 1956	|	 	|	1299331
1	|	Mycobacterium intracellulare ATCC 13950	|	 	|	487521
1	|	Mycobacterium intracellulare MOTT-02	|	 	|	1138382
2	|	Mycobacterium intracellulare MOTT-64	|	Mycobacterium paraintracellulare	|	1138383
1	|	Mycobacterium kansasii 662	|	 	|	1299326
1	|	Mycobacterium kansasii 824	|	 	|	1299328
1	|	Mycobacterium kansasii ATCC 12478	|	 	|	557599
1	|	Mycobacterium leprae Br4923	|	 	|	561304
1	|	Mycobacterium liflandii 128FXT	|	 	|	459424
1	|	Mycobacterium marinum E11	|	 	|	1131442
1	|	Mycobacterium marinum M	|	 	|	216594
2	|	Mycobacterium neoaurum VKM Ac-1815D	|	Mycolicibacterium neoaurum VKM Ac-1815D	|	700508
2	|	Mycobacterium rhodesiae NBB3	|	Mycolicibacterium rhodesiae NBB3	|	710685
3	|	Mycobacterium smegmatis INHR1	|	 	|	 
3	|	Mycobacterium smegmatis INHR2	|	 	|	 
1	|	Mycobacterium smegmatis JS623	|	Mycobacterium sp. JS623	|	212767
2	|	Mycobacterium smegmatis str. MC2 155	|	Mycolicibacterium smegmatis MC2 155	|	246196
1	|	Mycobacterium sp. JDM601	|	Mycolicibacter sinensis	|	875328
1	|	Mycobacterium sp. JLS	|	 	|	164757
1	|	Mycobacterium sp. KMS	|	 	|	189918
1	|	Mycobacterium sp. MCS	|	 	|	164756
1	|	Mycobacterium sp. MOTT36Y	|	 	|	1168287
1	|	Mycobacterium sp. VKM Ac-1817D	|	 	|	1273687
3	|	Mycobacterium tuberculosis 0A005DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A012DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A029DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A033DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A036DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A087DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A092DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A093DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A094DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A115DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0A117DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0B026XDR	|	 	|	 
3	|	Mycobacterium tuberculosis 0B049XDR	|	 	|	 
3	|	Mycobacterium tuberculosis 0B070XDR	|	 	|	 
3	|	Mycobacterium tuberculosis 0B076XDR	|	 	|	 
3	|	Mycobacterium tuberculosis 0B123ND	|	 	|	 
3	|	Mycobacterium tuberculosis 0B169XDR	|	 	|	 
3	|	Mycobacterium tuberculosis 0B218DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0B222DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0B228DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0B229DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0B235DS	|	 	|	 
3	|	Mycobacterium tuberculosis 0B259XDR	|	 	|	 
3	|	Mycobacterium tuberculosis 0B329XDR	|	 	|	 
1	|	Mycobacterium tuberculosis 18b	|	 	|	1452723
1	|	Mycobacterium tuberculosis 49-02	|	 	|	1427516
3	|	Mycobacterium tuberculosis 6A024XDR	|	 	|	 
1	|	Mycobacterium tuberculosis 7199-99	|	 	|	1138877
3	|	Mycobacterium tuberculosis 96075	|	 	|	 
3	|	Mycobacterium tuberculosis 96121	|	 	|	 
1	|	Mycobacterium tuberculosis BT1	|	 	|	1010836
1	|	Mycobacterium tuberculosis BT2	|	 	|	1010835
3	|	Mycobacterium tuberculosis Beijing-like	|	 	|	 
1	|	Mycobacterium tuberculosis CAS/NITR204	|	 	|	1310114
1	|	Mycobacterium tuberculosis CCDC5079	|	 	|	443149
1	|	Mycobacterium tuberculosis CCDC5180	|	 	|	443150
1	|	Mycobacterium tuberculosis CDC1551	|	 	|	83331
1	|	Mycobacterium tuberculosis CTRI-2	|	 	|	707235
1	|	Mycobacterium tuberculosis EAI5/NITR206	|	 	|	1310115
1	|	Mycobacterium tuberculosis EAI5	|	 	|	1306414
1	|	Mycobacterium tuberculosis F11	|	 	|	336982
3	|	Mycobacterium tuberculosis H37Ra ATCC 25177	|	 	|	 
1	|	Mycobacterium tuberculosis H37RvSiena	|	 	|	1437856
1	|	Mycobacterium tuberculosis H37Rv	|	 	|	83332
3	|	Mycobacterium tuberculosis H37Rv TMC 102	|	 	|	 
1	|	Mycobacterium tuberculosis HKBS1	|	 	|	1010834
3	|	Mycobacterium tuberculosis KIT87190	|	 	|	 
1	|	Mycobacterium tuberculosis KZN 1435	|	 	|	478434
1	|	Mycobacterium tuberculosis KZN 4207	|	 	|	478433
1	|	Mycobacterium tuberculosis KZN 605	|	 	|	478435
1	|	Mycobacterium tuberculosis K	|	 	|	1249615
1	|	Mycobacterium tuberculosis RGTB327	|	 	|	1091500
1	|	Mycobacterium tuberculosis RGTB423	|	 	|	1091501
1	|	Mycobacterium tuberculosis UT205	|	 	|	1097669
3	|	Mycobacterium tuberculosis ZMC13-264	|	 	|	 
3	|	Mycobacterium tuberculosis ZMC13-88	|	 	|	 
1	|	Mycobacterium tuberculosis str. Beijing/NITR203	|	 	|	1306400
3	|	Mycobacterium tuberculosis str. Erdman ATCC 35801 Erdman ATCC35801	|	 	|	 
1	|	Mycobacterium tuberculosis str. Haarlem/NITR202	|	 	|	1304279
1	|	Mycobacterium tuberculosis str. Haarlem	|	 	|	395095
1	|	Mycobacterium tuberculosis str. Kurono	|	 	|	1445606
1	|	Mycobacterium ulcerans Agy99	|	 	|	362242
2	|	Mycobacterium vanbaalenii PYR-1	|	Mycolicibacterium vanbaalenii PYR-1	|	350058
2	|	Mycobacterium yongonense 05-1390	|	Mycobacterium intracellulare subsp. yongonense 05-1390	|	1138871
1	|	Mycoplasma agalactiae 5632	|	Mycoplasmopsis agalactiae 5632	|	347258
1	|	Mycoplasma agalactiae PG2	|	Mycoplasmopsis agalactiae PG2	|	347257
1	|	Mycoplasma arthritidis 158L3-1	|	 	|	243272
1	|	Mycoplasma bovis CQ-W70	|	Mycoplasmopsis bovis CQ-W70	|	1316930
1	|	Mycoplasma bovis HB0801	|	Mycoplasmopsis bovis HB0801	|	767465
1	|	Mycoplasma bovis Hubei-1	|	Mycoplasmopsis bovis Hubei-1	|	956483
1	|	Mycoplasma bovis PG45	|	Mycoplasmopsis bovis PG45	|	289397
1	|	Mycoplasma bovoculi M165/69	|	 	|	743966
3	|	Mycoplasma californicum HAZ160 1	|	 	|	 
3	|	Mycoplasma californicum ST-6	|	 	|	 
3	|	Mycoplasma canadense HAZ360 1	|	 	|	 
1	|	Mycoplasma capricolum subsp. capricolum ATCC 27343	|	 	|	340047
1	|	Mycoplasma capricolum subsp. capripneumoniae 87001	|	 	|	1124992
3	|	Mycoplasma capricolum subsp. capripneumoniae F38	|	 	|	 
3	|	Mycoplasma capricolum subsp. capripneumoniae ILRI181	|	 	|	 
3	|	Mycoplasma conjunctivae HRC/581T	|	 	|	 
1	|	Mycoplasma crocodyli MP145	|	 	|	512564
1	|	Mycoplasma cynos C142	|	Mycoplasmopsis cynos C142	|	1246955
3	|	Mycoplasma dispar ATCC 27140	|	 	|	 
1	|	Mycoplasma fermentans JER	|	Mycoplasmopsis fermentans JER	|	637387
1	|	Mycoplasma fermentans M64	|	Mycoplasmopsis fermentans M64	|	943945
1	|	Mycoplasma fermentans PG18	|	Mycoplasmopsis fermentans PG18	|	496833
3	|	Mycoplasma flocculare ATCC 27399 Ms42	|	 	|	 
3	|	Mycoplasma gallisepticum CA06 2006.052-5-2P	|	 	|	 
3	|	Mycoplasma gallisepticum NC06 2006.080-5-2P	|	 	|	 
3	|	Mycoplasma gallisepticum NC08 2008.031-4-3P	|	 	|	 
3	|	Mycoplasma gallisepticum NC95 13295-2-2P	|	 	|	 
3	|	Mycoplasma gallisepticum NC96 1596-4-2P	|	 	|	 
3	|	Mycoplasma gallisepticum NY01 2001.047-5-1P	|	 	|	 
1	|	Mycoplasma gallisepticum S6	|	 	|	1006581
3	|	Mycoplasma gallisepticum VA94 7994-1-7P	|	 	|	 
3	|	Mycoplasma gallisepticum WI01 2001.043-13-2P	|	 	|	 
1	|	Mycoplasma gallisepticum str. F	|	 	|	708616
3	|	Mycoplasma gallisepticum str. Rhigh	|	 	|	 
3	|	Mycoplasma gallisepticum str. Rlow	|	 	|	 
3	|	Mycoplasma genitalium G37 G-37	|	 	|	 
1	|	Mycoplasma genitalium M2288	|	 	|	662947
1	|	Mycoplasma genitalium M2321	|	 	|	663918
1	|	Mycoplasma genitalium M6282	|	 	|	662946
1	|	Mycoplasma genitalium M6320	|	 	|	662945
1	|	Mycoplasma haemocanis str. Illinois	|	 	|	1111676
1	|	Mycoplasma haemofelis Ohio2	|	 	|	859194
1	|	Mycoplasma haemofelis str. Langford 1	|	 	|	941640
3	|	Mycoplasma hominis AF1	|	 	|	 
1	|	Mycoplasma hominis ATCC 23114	|	 	|	347256
3	|	Mycoplasma hominis ATCC 27545 LBD-4	|	 	|	 
1	|	Mycoplasma hyopneumoniae 168-L	|	 	|	1116211
1	|	Mycoplasma hyopneumoniae 168	|	 	|	907287
1	|	Mycoplasma hyopneumoniae 232	|	 	|	295358
1	|	Mycoplasma hyopneumoniae 7422	|	 	|	754503
1	|	Mycoplasma hyopneumoniae 7448	|	 	|	262722
1	|	Mycoplasma hyopneumoniae J	|	 	|	262719
1	|	Mycoplasma hyorhinis DBS 1050	|	 	|	634997
1	|	Mycoplasma hyorhinis GDL-1	|	 	|	1129369
1	|	Mycoplasma hyorhinis HUB-1	|	 	|	872331
1	|	Mycoplasma hyorhinis MCLD	|	 	|	936139
1	|	Mycoplasma hyorhinis SK76	|	 	|	1118964
1	|	Mycoplasma leachii 99/014/6	|	 	|	866629
1	|	Mycoplasma leachii PG50	|	 	|	880447
3	|	Mycoplasma meleagridis B2096 8B	|	 	|	 
1	|	Mycoplasma mobile 163K	|	 	|	267748
1	|	Mycoplasma mycoides subsp. capri LC str. 95010	|	 	|	862259
1	|	Mycoplasma mycoides subsp. capri str. GM12	|	 	|	436113
1	|	Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	|	 	|	865867
1	|	Mycoplasma mycoides subsp. mycoides SC str. PG1	|	 	|	272632
3	|	Mycoplasma mycoides subsp. mycoides izsam mm5713	|	 	|	 
1	|	Mycoplasma ovis str. Michigan	|	 	|	1415773
1	|	Mycoplasma parvum str. Indiana	|	 	|	1403316
1	|	Mycoplasma penetrans HF-2	|	 	|	272633
1	|	Mycoplasma pneumoniae 309	|	 	|	1112856
1	|	Mycoplasma pneumoniae FH	|	 	|	722438
1	|	Mycoplasma pneumoniae M129-B7	|	 	|	1238993
3	|	Mycoplasma pneumoniae M129 ATCC 29342	|	 	|	 
1	|	Mycoplasma pneumoniae M29	|	 	|	1441379
1	|	Mycoplasma putrefaciens KS1	|	 	|	743965
1	|	Mycoplasma putrefaciens Mput9231	|	 	|	1292033
1	|	Mycoplasma suis KI3806	|	 	|	708248
1	|	Mycoplasma suis str. Illinois	|	 	|	768700
1	|	Mycoplasma synoviae 53	|	Mycoplasmopsis synoviae 53	|	262723
3	|	Mycoplasma synoviae ATCC 25204 WVU1853	|	 	|	 
1	|	Mycoplasma wenyonii str. Massachusetts	|	 	|	1197325
1	|	Mycoplasma yeatsii GM274B	|	 	|	743967
1	|	Mycosphaerella laricina CBS 326.52	|	Exutisphaerella laricina CBS 326.52	|	1367536
1	|	Mycosphaerella sp. Ston1	|	 	|	333113
1	|	Myotis lucifugus	|	 	|	59463
3	|	Myroides profundi D25	|	 	|	 
1	|	Myroides sp. A21	|	 	|	1583100
1	|	Myxococcus fulvus HW-1	|	 	|	483219
1	|	Myxococcus stipitatus DSM 14675	|	 	|	1278073
1	|	Myxococcus xanthus DK 1622	|	 	|	246197
1	|	Nakamurella multipartita DSM 44233	|	 	|	479431
1	|	Nanoarchaeum equitans Kin4-M	|	 	|	228908
1	|	Natranaerobius thermophilus JW/NM-WN-LF	|	 	|	457570
1	|	Natrialba magadii ATCC 43099	|	 	|	547559
1	|	Natrinema pellirubrum DSM 15624	|	 	|	797303
1	|	Natrinema sp. J7-2	|	 	|	406552
1	|	Natronobacterium gregoryi SP2	|	 	|	797304
1	|	Natronococcus occultus SP4	|	 	|	694430
1	|	Natronomonas moolapensis 8.8.11	|	 	|	268739
3	|	Natronomonas pharaonis DSM 2160 Gabara	|	 	|	 
