taxid	GenomeID	superkingdom	kingdom	phylum	class	order	family	genus	Domain	Group	SubGroup	size_gen	Genes	ntrna_gen	GC	Status	levels	filt
1639	List_mono_08_5923	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	58	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J1816	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	58	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J2_064	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	58	38.1	Complete Genome	Bacteria	ok
1639	List_mono_R479a	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	58	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J0161	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	59	38.1	Complete Genome	Bacteria	ok
1639	List_mono_IZSAM_Lm_hs2008	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	65	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC2479	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	65	38.1	Complete Genome	Bacteria	ok
1639	List_mono_07PF0776	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_10403S	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_ATCC_19117	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_C1_387	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_CFSAN006122	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_EGD	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_FSL_R2_561	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_Finland_1998_Finland_1988	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_HCC23	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J1_220	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J1776	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J1817	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J1926	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J2_031	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_J2_1091	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_L312	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_L99	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_La111	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_Lm60	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_M7	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_N1_011A	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_N2306	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_N53_1	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_NE_dc2014	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_NTSN	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_R2_502	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC2372	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC2376	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC2378	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC2540	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC2755	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC5850	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_WSLC1001	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_WSLC1042	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_serotype_4b_CLIP_80459_Clip80459	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_serotype_4b_F2365_4b_F2365	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_serotype_4b_LL195	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_serotype_7_SLCC2482	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	67	38.1	Complete Genome	Bacteria	ok
1639	List_mono_SLCC7179	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.86466	2851	68	38.1	Complete Genome	Bacteria	ok
863	Synt_wolf_wolfei_Goettingen_G311	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Bacteria	Terrabacteria group	Firmicutes	2.8778		48	45.4	Scaffold	Bacteria	ok
239935	Akke_muci_ATCC_BAA_835	Bacteria	Kin_PVC group	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Bacteria	PVC group	Verrucomicrobia	2.87846	2429	53	55.5886	Complete Genome	Bacteria	ok
558	Erwi_Ejp617	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Bacteria	Proteobacteria	Gammaproteobacteria	2.87851	3066	78	54.1	Scaffold	Bacteria	ok
409322	Trep_pedi_T_A4	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Bacteria	Spirochaetes	Spirochaetia	2.88939	2662	45	36.9	Complete Genome	Bacteria	ok
1638	List_ivan_WSLC3009	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.89331	2863	67	37	Chromosome	Bacteria	ok
1638	List_ivan_ivanovii_PAM_55	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.89331	2863	67	37	Chromosome	Bacteria	ok
1638	List_ivan_ivanovii_WSLC_3010	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.89331	2863	67	37	Chromosome	Bacteria	ok
1638	List_ivan_londoniensis_WSLC_30151	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.89331	2863	67	37	Chromosome	Bacteria	ok
1638	List_ivan_londoniensis_WSLC_30167	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.89331	2863	67	37	Chromosome	Bacteria	ok
1517	Ther_ther_DSM_571	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Bacteria	Terrabacteria group	Firmicutes	2.89573	2882	58	34.1	Complete Genome	Bacteria	ok
1517	Ther_ther_M0795	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Bacteria	Terrabacteria group	Firmicutes	2.89573	2882	58	34.1	Complete Genome	Bacteria	ok
1597	Lact_para_paracasei_8700_2	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	2.89846	2741	59	46.4194	Complete Genome	Bacteria	ok
1597	Lact_para_N1115	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	2.89846	2741	61	46.4194	Complete Genome	Bacteria	ok
1597	Lact_para_paracasei_JCM_8130	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	2.89846	2741	61	46.4194	Complete Genome	Bacteria	ok
1640	List_seel_serovar_1_2b_SLCC3954	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Bacteria	Terrabacteria group	Firmicutes	2.92794	2913	67	37.3316	Complete Genome	Bacteria	ok
44751	Exig_MH3	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Fam_Bacillales Family XII. Incertae Sedis	Exiguobacterium	Bacteria	Terrabacteria group	Firmicutes	2.9343	3000	61	47.7	Scaffold	Bacteria	ok
44751	Exig_AT1b	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Fam_Bacillales Family XII. Incertae Sedis	Exiguobacterium	Bacteria	Terrabacteria group	Firmicutes	2.9343	3000	68	47.7	Scaffold	Bacteria	ok
39492	Euba_sira_V10Sc8a	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gen_unclassified Ruminococcaceae	Bacteria	Terrabacteria group	Firmicutes	2.94341		38	45	Chromosome	Bacteria	ok
39492	Euba_sira_70_3	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gen_unclassified Ruminococcaceae	Bacteria	Terrabacteria group	Firmicutes	2.94341		50	45	Chromosome	Bacteria	ok
33059	Acid_cald_ATCC_51756	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria	Proteobacteria	Acidithiobacillia	2.95001	2990	54	61.3945	Complete Genome	Bacteria	ok
33059	Acid_cald_SM_1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria	Proteobacteria	Acidithiobacillia	2.95001	2990	55	61.3945	Complete Genome	Bacteria	ok
1459636	Cand_Nitr_evergladensis_SR1	Archaea	Kin_TACK group	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Archaea	TACK group	Thaumarchaeota	2.95437	3348	48	50.1	Complete Genome	Archaea	ok
33039	Rumi_torq_L2_14	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Bacteria	Terrabacteria group	Firmicutes	2.95952	2727	47	41.6	Scaffold	Bacteria	ok
1160721	Rumi_bici_80_3	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Bacteria	Terrabacteria group	Firmicutes	2.9685	2788	57	42.6226	Complete Genome	Bacteria	ok
853	Faec_prau_L2_6_L2_6	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Bacteria	Terrabacteria group	Firmicutes	2.97094	2846	60	56.4	Complete Genome	Bacteria	ok
853	Faec_prau_SL3_3	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Bacteria	Terrabacteria group	Firmicutes	2.97094	2846	71	56.4	Complete Genome	Bacteria	ok
215591	Trep_cald_DSM_7334	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Bacteria	Spirochaetes	Spirochaetia	2.97836	2991	48	48.6	Scaffold	Bacteria	ok
946483	Cand_Symb_mobilis_CR	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter	Bacteria	Proteobacteria	Betaproteobacteria	2.99184	2498	45	59.1	Complete Genome	Bacteria	ok
68909	Dein_geot_DSM_11300	Bacteria	Kin_Terrabacteria group	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Bacteria	Terrabacteria group	Deinococcus-Thermus	3.01973		49	66.7	Scaffold	Bacteria	ok
49319	Rubr_xyla_DSM_9941	Bacteria	Kin_Terrabacteria group	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Bacteria	Terrabacteria group	Actinobacteria	3.02287	3091	48	68.7	Complete Genome	Bacteria	ok
277	Meio_rube_DSM_1279	Bacteria	Kin_Terrabacteria group	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Bacteria	Terrabacteria group	Deinococcus-Thermus	3.02346	3018	50	63.2	Scaffold	Bacteria	ok
55583	Deha_rest_DSM_9455_PER_K23	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Bacteria	Terrabacteria group	Firmicutes	3.04943	2979	54	44.5	Complete Genome	Bacteria	ok
1033854	Thio_sulf_HL_EbGr7_HL_EbGR7	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Bacteria	Proteobacteria	Gammaproteobacteria	3.05302	2988	45	65.2	Scaffold	Bacteria	ok
52022	Meio_silv_DSM_9946	Bacteria	Kin_Terrabacteria group	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Bacteria	Terrabacteria group	Deinococcus-Thermus	3.06867	3181	52	62.3	Scaffold	Bacteria	ok
1147129	Deha_DCA	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Bacteria	Terrabacteria group	Firmicutes	3.06995	2964	53	44.6	Complete Genome	Bacteria	ok
159	Brac_hyod_WA1_ATCC_49526	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Bacteria	Spirochaetes	Spirochaetia	3.08516	2697	34	27.0504	Complete Genome	Bacteria	ok
1131462	Deha_CF	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Bacteria	Terrabacteria group	Firmicutes	3.09205	2986	53	44.3	Complete Genome	Bacteria	ok
253239	Etha_harb_YUAN_3	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	Bacteria	Terrabacteria group	Firmicutes	3.10012	2965	60	55.5	Complete Genome	Bacteria	ok
2210	Meth_ther_CHTI_55	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Archaea	Euryarchaeota	Stenosarchaea group	3.1006	2758	58	41.3	Scaffold	Archaea	ok
2210	Meth_ther_TM_1	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Archaea	Euryarchaeota	Stenosarchaea group	3.1006	2758	58	41.3	Scaffold	Archaea	ok
330922	Psyc_cryo_K5	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Bacteria	Proteobacteria	Gammaproteobacteria	3.10865	2606	49	42.247	Complete Genome	Bacteria	ok
754476	Meth_nitr_JAM1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Bacteria	Proteobacteria	Gammaproteobacteria	3.1371	2994	47	44.7	Complete Genome	Bacteria	ok
1582	Lact_case_12A	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	57	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_ATCC_334	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	59	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_LC2W	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	59	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_casei_ATCC_393	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	59	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_Zhang	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	60	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_BD_II	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	61	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_BL23	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	61	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_LOCK919	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	61	47.9	Complete Genome	Bacteria	ok
1582	Lact_case_W56	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Bacteria	Terrabacteria group	Firmicutes	3.13829	2920	61	47.9	Complete Genome	Bacteria	ok
1196095	Gill_apic_wkB1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Bacteria	Proteobacteria	Gammaproteobacteria	3.13941	2831	53	33.6	Complete Genome	Bacteria	ok
1433126	Muci_hiru	Bacteria	Kin_FCB group	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.14923	3060	39	44.9	Complete Genome	Bacteria	ok
1076588	Thio_bran_Hiromi_1	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Ord_unclassified Gammaproteobacteria	Fam_of_Thiolapillus	Thiolapillus	Bacteria	Proteobacteria	Gammaproteobacteria	3.15364	3005	40	56.2651	Complete Genome	Bacteria	ok
225326	Cory_halo_YIM_70093_DSM_44683	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Bacteria	Terrabacteria group	Actinobacteria	3.15482	2793	54	70.1	Scaffold	Bacteria	ok
1646	Reni_salm_ATCC_33209	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Renibacterium	Bacteria	Terrabacteria group	Actinobacteria	3.15533	3199	45	56.3	Complete Genome	Bacteria	ok
160808	Acid_ferr_SS3	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria	Proteobacteria	Acidithiobacillia	3.16138	3177	51	56.5	Complete Genome	Bacteria	ok
831	Buty_fibr_16_4	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Bacteria	Terrabacteria group	Firmicutes	3.16438	3161	60	38.6	Chromosome	Bacteria	ok
84110	Slac_heli_DSM_20476	Bacteria	Kin_Terrabacteria group	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Bacteria	Terrabacteria group	Actinobacteria	3.16616	2815	50	60.2	Complete Genome	Bacteria	ok
66821	Sulf_mult_DSM_12446	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.18153	3310	47	40.9	Complete Genome	Bacteria	ok
1769	Myco_lepr_Br4923	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Bacteria	Terrabacteria group	Actinobacteria	3.18711	2699	45	57.8	Complete Genome	Bacteria	ok
1898103	Rhod_bact_PG1_Ca6	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Gen_unclassified Rhodocyclaceae	Bacteria	Proteobacteria	Betaproteobacteria	3.19238	3040	49	63.8	Complete Genome	Bacteria	ok
397260	Sphi_sanx_DSM_19645_NX02	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	3.20132	3247	63	65.7	Scaffold	Bacteria	ok
1561	Clos_bara_Sullivan	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Bacteria	Terrabacteria group	Firmicutes	3.21172	3090	79	28.2835	Complete Genome	Bacteria	ok
